GeneName	GeneID	gene_biotype	maxLength
AC110772.1	ENSG00000249742	lncRNA	670
AC110772.2	ENSG00000250971	lncRNA	1122
AC110774.1	ENSG00000279013	TEC	2018
AC110775.1	ENSG00000249200	processed_pseudogene	462
AC110790.1	ENSG00000287320	lncRNA	2514
AC110792.1	ENSG00000251105	processed_pseudogene	224
AC110792.2	ENSG00000269506	lncRNA	1615
AC110792.3	ENSG00000272650	lncRNA	298
AC110792.4	ENSG00000287534	lncRNA	2824
AC110794.1	ENSG00000248249	processed_pseudogene	425
AC110795.1	ENSG00000286074	lncRNA	802
AC110800.1	ENSG00000250908	lncRNA	441
AC110801.1	ENSG00000279181	TEC	212
AC110809.1	ENSG00000287383	lncRNA	2575
AC110813.1	ENSG00000249690	lncRNA	2209
AC110921.1	ENSG00000201547	misc_RNA	108
AC110921.2	ENSG00000264754	lncRNA	612
AC110926.1	ENSG00000226789	processed_pseudogene	2825
AC110926.2	ENSG00000286400	lncRNA	1640
AC110992.1	ENSG00000286003	lncRNA	1854
AC110994.1	ENSG00000201554	misc_RNA	97
AC110994.2	ENSG00000232830	processed_pseudogene	406
AC110994.3	ENSG00000282978	processed_pseudogene	493
AC110995.1	ENSG00000236120	lncRNA	1320
AC110998.1	ENSG00000253223	processed_pseudogene	2053
AC111000.1	ENSG00000196472	transcribed_unprocessed_pseudogene	713
AC111000.2	ENSG00000248763	unprocessed_pseudogene	550
AC111000.3	ENSG00000250100	unprocessed_pseudogene	576
AC111000.4	ENSG00000250696	lncRNA	2648
AC111000.5	ENSG00000251284	processed_pseudogene	1178
AC111000.6	ENSG00000251427	unprocessed_pseudogene	709
AC111006.1	ENSG00000285454	lncRNA	2324
AC111149.1	ENSG00000253235	lncRNA	1263
AC111149.2	ENSG00000253339	lncRNA	2010
AC111152.1	ENSG00000229389	transcribed_unprocessed_pseudogene	693
AC111152.2	ENSG00000259647	lncRNA	485
AC111152.3	ENSG00000260174	processed_pseudogene	679
AC111170.1	ENSG00000200651	misc_RNA	105
AC111170.2	ENSG00000267016	lncRNA	1132
AC111170.3	ENSG00000267263	lncRNA	768
AC111170.4	ENSG00000279801	TEC	2461
AC111182.1	ENSG00000266998	lncRNA	3418
AC111182.2	ENSG00000287257	lncRNA	1070
AC111186.1	ENSG00000206713	misc_RNA	113
AC111186.2	ENSG00000270993	processed_pseudogene	130
AC111188.1	ENSG00000254957	processed_pseudogene	1387
AC111188.2	ENSG00000270897	processed_pseudogene	307
AC111193.1	ENSG00000250229	processed_pseudogene	155
AC111194.1	ENSG00000248317	lncRNA	1440
AC111194.2	ENSG00000250646	lncRNA	455
AC111197.1	ENSG00000287369	lncRNA	854
AC111198.1	ENSG00000248939	lncRNA	606
AC111200.1	ENSG00000213605	processed_pseudogene	657
AC111200.2	ENSG00000231351	processed_pseudogene	505
AC112128.1	ENSG00000285943	protein_coding	6837
AC112169.1	ENSG00000277039	misc_RNA	316
AC112172.2	ENSG00000286182	lncRNA	1039
AC112173.1	ENSG00000250574	processed_pseudogene	327
AC112176.1	ENSG00000260066	lncRNA	3024
AC112178.1	ENSG00000249803	lncRNA	1561
AC112184.1	ENSG00000251050	processed_pseudogene	312
AC112187.1	ENSG00000213956	processed_pseudogene	479
AC112187.2	ENSG00000271455	processed_pseudogene	283
AC112187.3	ENSG00000271752	lncRNA	408
AC112191.1	ENSG00000253772	processed_pseudogene	701
AC112191.2	ENSG00000254373	processed_pseudogene	333
AC112191.3	ENSG00000270612	processed_pseudogene	277
AC112196.1	ENSG00000249112	lncRNA	832
AC112198.1	ENSG00000226810	processed_pseudogene	1220
AC112198.2	ENSG00000232517	unitary_pseudogene	6996
AC112198.3	ENSG00000249016	lncRNA	441
AC112198.4	ENSG00000249843	processed_pseudogene	351
AC112200.1	ENSG00000279450	TEC	234
AC112200.2	ENSG00000280017	TEC	1739
AC112203.1	ENSG00000251193	processed_pseudogene	1020
AC112204.1	ENSG00000248349	unprocessed_pseudogene	103
AC112204.2	ENSG00000249748	lncRNA	374
AC112204.3	ENSG00000279737	TEC	332
AC112206.1	ENSG00000239870	processed_pseudogene	477
AC112206.2	ENSG00000249364	lncRNA	2560
AC112206.3	ENSG00000249721	processed_pseudogene	389
AC112206.4	ENSG00000250669	processed_pseudogene	405
AC112211.1	ENSG00000272149	lncRNA	305
AC112218.1	ENSG00000212608	snoRNA	124
AC112218.2	ENSG00000274967	misc_RNA	112
AC112219.1	ENSG00000242618	lncRNA	969
AC112219.2	ENSG00000272774	lncRNA	532
AC112220.1	ENSG00000228112	processed_pseudogene	355
AC112220.2	ENSG00000271643	lncRNA	4524
AC112225.1	ENSG00000250214	processed_pseudogene	297
AC112229.1	ENSG00000184115	transcribed_unprocessed_pseudogene	2918
AC112229.2	ENSG00000227574	lncRNA	476
AC112229.3	ENSG00000257207	protein_coding	3202
AC112229.4	ENSG00000273471	lncRNA	1528
AC112230.1	ENSG00000271597	processed_pseudogene	547
AC112236.1	ENSG00000261268	lncRNA	1098
AC112236.2	ENSG00000272717	lncRNA	845
AC112236.3	ENSG00000286896	lncRNA	2179
AC112240.1	ENSG00000249819	processed_pseudogene	394
AC112242.1	ENSG00000249708	lncRNA	406
AC112242.2	ENSG00000286761	lncRNA	1689
AC112243.1	ENSG00000279460	TEC	3851
AC112247.1	ENSG00000177803	processed_pseudogene	657
AC112249.1	ENSG00000249278	processed_pseudogene	436
AC112250.1	ENSG00000249262	processed_pseudogene	745
AC112250.2	ENSG00000272856	lncRNA	491
AC112253.1	ENSG00000200998	misc_RNA	113
AC112253.2	ENSG00000287632	lncRNA	1037
AC112254.1	ENSG00000287164	lncRNA	597
AC112255.1	ENSG00000279024	TEC	2493
AC112481.1	ENSG00000257787	lncRNA	979
AC112481.2	ENSG00000288102	lncRNA	872
AC112482.1	ENSG00000212556	misc_RNA	102
AC112482.2	ENSG00000243016	unprocessed_pseudogene	688
AC112482.3	ENSG00000287784	lncRNA	1375
AC112484.1	ENSG00000231305	lncRNA	1991
AC112484.2	ENSG00000250796	processed_pseudogene	329
AC112484.3	ENSG00000261159	lncRNA	811
AC112484.4	ENSG00000279507	TEC	228
AC112484.5	ENSG00000287110	lncRNA	2719
AC112487.1	ENSG00000239482	lncRNA	1097
AC112487.2	ENSG00000283669	unitary_pseudogene	304
AC112491.1	ENSG00000269888	lncRNA	248
AC112492.1	ENSG00000224589	processed_pseudogene	712
AC112492.2	ENSG00000226199	processed_pseudogene	1030
AC112492.3	ENSG00000228345	processed_pseudogene	1031
AC112492.4	ENSG00000232834	processed_pseudogene	352
AC112492.5	ENSG00000233243	processed_pseudogene	457
AC112493.1	ENSG00000242021	lncRNA	673
AC112495.1	ENSG00000223742	lncRNA	756
AC112496.1	ENSG00000241886	lncRNA	562
AC112497.1	ENSG00000200620	snoRNA	139
AC112497.2	ENSG00000279413	pseudogene	638
AC112498.1	ENSG00000236929	processed_pseudogene	332
AC112503.1	ENSG00000272678	lncRNA	391
AC112503.2	ENSG00000273454	lncRNA	552
AC112504.1	ENSG00000279147	TEC	1841
AC112504.2	ENSG00000285558	protein_coding	756
AC112504.3	ENSG00000286822	lncRNA	566
AC112512.1	ENSG00000214773	lncRNA	1428
AC112518.1	ENSG00000249051	processed_pseudogene	425
AC112653.1	ENSG00000230249	processed_pseudogene	386
AC112656.1	ENSG00000238193	processed_pseudogene	1415
AC112673.1	ENSG00000249848	processed_pseudogene	575
AC112693.1	ENSG00000258888	lncRNA	682
AC112693.2	ENSG00000258971	processed_pseudogene	232
AC112694.1	ENSG00000256282	transcribed_processed_pseudogene	943
AC112694.2	ENSG00000279837	TEC	768
AC112695.1	ENSG00000248511	lncRNA	592
AC112698.1	ENSG00000248376	processed_pseudogene	916
AC112702.1	ENSG00000279882	TEC	366
AC112715.1	ENSG00000224132	lncRNA	350
AC112719.1	ENSG00000225846	processed_pseudogene	315
AC112719.2	ENSG00000245928	lncRNA	1685
AC112721.1	ENSG00000222022	lncRNA	588
AC112721.2	ENSG00000222032	lncRNA	541
AC112722.1	ENSG00000250410	lncRNA	587
AC112770.1	ENSG00000288087	lncRNA	1073
AC112771.1	ENSG00000241526	processed_pseudogene	102
AC112777.1	ENSG00000256663	processed_pseudogene	1423
AC112778.1	ENSG00000176812	processed_pseudogene	827
AC112786.1	ENSG00000281159	scaRNA	122
AC112786.2	ENSG00000281516	scaRNA	123
AC112907.1	ENSG00000231724	lncRNA	540
AC112907.2	ENSG00000231982	unprocessed_pseudogene	330
AC112907.3	ENSG00000263826	lncRNA	2400
AC113133.1	ENSG00000253389	lncRNA	1088
AC113137.1	ENSG00000267098	lncRNA	1698
AC113139.1	ENSG00000271555	lncRNA	239
AC113143.1	ENSG00000254432	lncRNA	301
AC113143.2	ENSG00000271377	processed_pseudogene	394
AC113143.3	ENSG00000287975	lncRNA	1520
AC113145.1	ENSG00000253484	lncRNA	412
AC113146.1	ENSG00000259423	lncRNA	878
AC113155.1	ENSG00000250980	processed_pseudogene	769
AC113167.1	ENSG00000214942	lncRNA	2760
AC113174.1	ENSG00000235386	unprocessed_pseudogene	105
AC113174.2	ENSG00000252011	snoRNA	82
AC113189.1	ENSG00000262624	lncRNA	327
AC113189.2	ENSG00000262880	lncRNA	1975
AC113189.3	ENSG00000263301	lncRNA	328
AC113189.4	ENSG00000272884	lncRNA	5553
AC113189.9	ENSG00000286007	protein_coding	556
AC113191.1	ENSG00000254198	processed_pseudogene	403
AC113192.1	ENSG00000254619	lncRNA	321
AC113192.2	ENSG00000255161	processed_pseudogene	742
AC113192.3	ENSG00000255272	lncRNA	486
AC113194.1	ENSG00000272457	lncRNA	500
AC113208.1	ENSG00000203411	misc_RNA	298
AC113208.2	ENSG00000252722	scaRNA	131
AC113208.3	ENSG00000260152	processed_pseudogene	608
AC113208.4	ENSG00000260660	transcribed_unitary_pseudogene	2557
AC113208.5	ENSG00000261779	lncRNA	206
AC113208.6	ENSG00000287926	lncRNA	1007
AC113331.1	ENSG00000236897	lncRNA	869
AC113340.1	ENSG00000232174	processed_pseudogene	636
AC113340.2	ENSG00000238745	snoRNA	104
AC113346.1	ENSG00000251144	lncRNA	287
AC113346.2	ENSG00000251670	lncRNA	457
AC113347.1	ENSG00000230571	processed_pseudogene	391
AC113347.2	ENSG00000248426	processed_pseudogene	279
AC113347.3	ENSG00000250703	processed_pseudogene	148
AC113347.4	ENSG00000251033	lncRNA	685
AC113348.1	ENSG00000285891	protein_coding	850
AC113348.2	ENSG00000285978	protein_coding	1653
AC113348.3	ENSG00000286713	lncRNA	1638
AC113349.1	ENSG00000249621	lncRNA	583
AC113349.2	ENSG00000272139	lncRNA	377
AC113352.1	ENSG00000248853	processed_pseudogene	666
AC113355.1	ENSG00000248490	lncRNA	749
AC113361.1	ENSG00000272255	lncRNA	542
AC113367.1	ENSG00000244192	processed_pseudogene	532
AC113367.2	ENSG00000248955	processed_pseudogene	160
AC113367.3	ENSG00000250405	processed_pseudogene	1912
AC113368.1	ENSG00000270513	processed_pseudogene	382
AC113370.1	ENSG00000286625	lncRNA	2149
AC113382.1	ENSG00000246323	lncRNA	1253
AC113382.2	ENSG00000250260	lncRNA	646
AC113385.1	ENSG00000249787	lncRNA	1170
AC113385.2	ENSG00000273957	unprocessed_pseudogene	762
AC113385.3	ENSG00000275374	unprocessed_pseudogene	747
AC113386.1	ENSG00000254138	lncRNA	381
AC113391.1	ENSG00000248484	lncRNA	578
AC113391.2	ENSG00000251446	lncRNA	553
AC113398.1	ENSG00000242814	processed_pseudogene	406
AC113398.2	ENSG00000251456	lncRNA	558
AC113403.1	ENSG00000271196	processed_pseudogene	193
AC113404.1	ENSG00000250348	lncRNA	756
AC113404.2	ENSG00000251668	unprocessed_pseudogene	177
AC113404.3	ENSG00000254893	translated_processed_pseudogene	555
AC113407.1	ENSG00000199378	misc_RNA	103
AC113410.1	ENSG00000199677	misc_RNA	102
AC113410.2	ENSG00000248648	processed_pseudogene	247
AC113410.3	ENSG00000251616	lncRNA	678
AC113410.4	ENSG00000279691	TEC	203
AC113410.5	ENSG00000286408	lncRNA	823
AC113410.6	ENSG00000287054	lncRNA	2033
AC113414.1	ENSG00000254186	lncRNA	3654
AC113418.1	ENSG00000261036	lncRNA	903
AC113420.1	ENSG00000249579	processed_pseudogene	571
AC113423.1	ENSG00000253244	lncRNA	289
AC113423.2	ENSG00000253447	lncRNA	766
AC113430.1	ENSG00000250020	processed_pseudogene	718
AC113554.1	ENSG00000264813	protein_coding	4862
AC113607.1	ENSG00000234796	lncRNA	589
AC113608.1	ENSG00000214657	processed_pseudogene	305
AC113608.2	ENSG00000237326	lncRNA	487
AC113615.1	ENSG00000251408	lncRNA	4121
AC113615.2	ENSG00000287786	lncRNA	1421
AC113618.1	ENSG00000224252	processed_pseudogene	285
AC113618.2	ENSG00000286160	lncRNA	539
AC113935.1	ENSG00000226084	processed_pseudogene	555
AC114267.1	ENSG00000186723	protein_coding	4376
AC114271.1	ENSG00000274425	lncRNA	2813
AC114277.1	ENSG00000287634	lncRNA	687
AC114284.1	ENSG00000248927	lncRNA	1114
AC114291.1	ENSG00000249201	lncRNA	1757
AC114291.2	ENSG00000287486	lncRNA	1019
AC114296.1	ENSG00000250378	lncRNA	1213
AC114300.1	ENSG00000250118	processed_pseudogene	280
AC114311.1	ENSG00000286745	lncRNA	728
AC114316.1	ENSG00000250049	lncRNA	2957
AC114321.1	ENSG00000254171	lncRNA	533
AC114322.1	ENSG00000251477	processed_pseudogene	926
AC114324.1	ENSG00000206356	processed_pseudogene	3152
AC114324.2	ENSG00000249444	transcribed_unprocessed_pseudogene	680
AC114341.1	ENSG00000278075	lncRNA	349
AC114341.2	ENSG00000287879	lncRNA	2662
AC114401.1	ENSG00000241884	lncRNA	2084
AC114402.1	ENSG00000223505	processed_pseudogene	328
AC114402.2	ENSG00000227417	processed_pseudogene	643
AC114477.1	ENSG00000271235	processed_pseudogene	605
AC114482.1	ENSG00000232622	processed_pseudogene	247
AC114485.1	ENSG00000233359	lncRNA	1136
AC114488.1	ENSG00000229167	lncRNA	591
AC114488.2	ENSG00000264078	lncRNA	480
AC114489.1	ENSG00000200591	misc_RNA	102
AC114489.2	ENSG00000224409	lncRNA	395
AC114490.1	ENSG00000241014	transcribed_unitary_pseudogene	1887
AC114490.2	ENSG00000271741	protein_coding	3097
AC114490.3	ENSG00000284773	protein_coding	3163
AC114491.1	ENSG00000224550	processed_pseudogene	246
AC114492.1	ENSG00000228776	processed_pseudogene	454
AC114495.1	ENSG00000225142	processed_pseudogene	436
AC114495.2	ENSG00000229447	processed_pseudogene	437
AC114498.1	ENSG00000235146	lncRNA	607
AC114498.2	ENSG00000278791	miRNA	89
AC114501.1	ENSG00000226767	processed_pseudogene	172
AC114501.2	ENSG00000235421	unprocessed_pseudogene	535
AC114501.3	ENSG00000238124	lncRNA	164
AC114546.1	ENSG00000259181	lncRNA	473
AC114546.2	ENSG00000259587	lncRNA	1097
AC114546.3	ENSG00000279364	TEC	1733
AC114546.4	ENSG00000280396	TEC	369
AC114550.1	ENSG00000253130	lncRNA	1566
AC114550.2	ENSG00000253343	lncRNA	397
AC114550.3	ENSG00000253774	lncRNA	579
AC114684.1	ENSG00000266905	lncRNA	352
AC114689.1	ENSG00000264104	processed_pseudogene	2484
AC114689.2	ENSG00000265240	processed_pseudogene	1297
AC114689.3	ENSG00000265533	lncRNA	2991
AC114728.1	ENSG00000241612	processed_pseudogene	483
AC114730.1	ENSG00000215692	lncRNA	472
AC114730.2	ENSG00000234793	lncRNA	668
AC114730.3	ENSG00000235351	lncRNA	584
AC114737.1	ENSG00000201885	misc_RNA	102
AC114737.2	ENSG00000225703	lncRNA	453
AC114737.3	ENSG00000236280	processed_pseudogene	173
AC114737.4	ENSG00000283398	lncRNA	570
AC114741.1	ENSG00000248369	lncRNA	464
AC114744.1	ENSG00000214846	processed_pseudogene	666
AC114748.1	ENSG00000251775	snoRNA	143
AC114752.1	ENSG00000238012	lncRNA	528
AC114752.2	ENSG00000238201	lncRNA	404
AC114755.1	ENSG00000227513	processed_pseudogene	868
AC114755.2	ENSG00000229682	processed_pseudogene	361
AC114755.3	ENSG00000230353	processed_pseudogene	251
AC114755.4	ENSG00000233939	processed_pseudogene	443
AC114755.5	ENSG00000235486	unprocessed_pseudogene	831
AC114757.1	ENSG00000250863	lncRNA	7750
AC114760.1	ENSG00000227878	processed_pseudogene	652
AC114760.2	ENSG00000272211	lncRNA	2065
AC114763.1	ENSG00000228043	lncRNA	928
AC114763.2	ENSG00000230569	lncRNA	824
AC114772.1	ENSG00000252250	misc_RNA	93
AC114774.1	ENSG00000251501	processed_pseudogene	1770
AC114776.1	ENSG00000235881	lncRNA	4395
AC114778.1	ENSG00000274845	misc_RNA	182
AC114778.2	ENSG00000288582	lncRNA	1333
AC114781.1	ENSG00000248401	processed_pseudogene	1028
AC114781.2	ENSG00000250057	lncRNA	394
AC114781.3	ENSG00000250677	processed_pseudogene	142
AC114781.4	ENSG00000251647	processed_pseudogene	639
AC114781.5	ENSG00000274154	processed_pseudogene	108
AC114786.1	ENSG00000249763	processed_pseudogene	1415
AC114786.2	ENSG00000250612	processed_pseudogene	1426
AC114786.3	ENSG00000251691	unprocessed_pseudogene	705
AC114786.4	ENSG00000268209	unprocessed_pseudogene	728
AC114797.1	ENSG00000268803	unprocessed_pseudogene	728
AC114798.1	ENSG00000286119	lncRNA	1564
AC114801.1	ENSG00000248128	processed_pseudogene	297
AC114801.2	ENSG00000248926	processed_pseudogene	781
AC114801.3	ENSG00000249072	processed_pseudogene	177
AC114802.1	ENSG00000286347	lncRNA	1958
AC114803.1	ENSG00000230432	lncRNA	311
AC114808.1	ENSG00000235403	lncRNA	432
AC114808.2	ENSG00000236665	lncRNA	536
AC114810.1	ENSG00000271868	lncRNA	473
AC114811.1	ENSG00000249764	processed_pseudogene	168
AC114811.2	ENSG00000260641	lncRNA	5647
AC114812.1	ENSG00000178836	transcribed_processed_pseudogene	912
AC114812.2	ENSG00000224814	lncRNA	663
AC114812.3	ENSG00000248114	unprocessed_pseudogene	730
AC114812.4	ENSG00000248705	unprocessed_pseudogene	757
AC114814.1	ENSG00000226542	lncRNA	691
AC114814.2	ENSG00000231032	processed_pseudogene	485
AC114814.3	ENSG00000235293	lncRNA	663
AC114876.1	ENSG00000276890	misc_RNA	283
AC114878.1	ENSG00000230718	processed_pseudogene	358
AC114878.2	ENSG00000270911	processed_pseudogene	1251
AC114928.1	ENSG00000249349	lncRNA	415
AC114930.1	ENSG00000286134	lncRNA	1931
AC114939.1	ENSG00000251330	lncRNA	514
AC114940.1	ENSG00000250145	processed_pseudogene	1265
AC114940.2	ENSG00000252337	snoRNA	139
AC114947.1	ENSG00000188850	transcribed_processed_pseudogene	432
AC114947.2	ENSG00000261604	lncRNA	2125
AC114954.1	ENSG00000248148	lncRNA	820
AC114956.1	ENSG00000248240	lncRNA	512
AC114956.2	ENSG00000249492	lncRNA	2781
AC114964.1	ENSG00000248699	processed_pseudogene	1111
AC114964.2	ENSG00000286377	lncRNA	1557
AC114967.1	ENSG00000248120	processed_pseudogene	259
AC114971.1	ENSG00000287862	lncRNA	3751
AC114973.1	ENSG00000233943	processed_pseudogene	632
AC114977.1	ENSG00000285552	lncRNA	935
AC114977.2	ENSG00000285616	lncRNA	3529
AC114980.1	ENSG00000251023	lncRNA	3157
AC114981.1	ENSG00000249285	processed_pseudogene	679
AC114981.2	ENSG00000276764	misc_RNA	267
AC114982.1	ENSG00000240436	processed_pseudogene	321
AC114982.2	ENSG00000241991	processed_pseudogene	358
AC115085.1	ENSG00000252352	snoRNA	86
AC115088.1	ENSG00000252427	snoRNA	108
AC115099.1	ENSG00000263167	lncRNA	362
AC115100.1	ENSG00000286605	lncRNA	1974
AC115102.1	ENSG00000259654	lncRNA	487
AC115115.1	ENSG00000236555	processed_pseudogene	248
AC115220.1	ENSG00000241149	protein_coding	1453
AC115220.2	ENSG00000285544	lncRNA	1881
AC115220.3	ENSG00000286397	lncRNA	956
AC115223.1	ENSG00000243199	processed_pseudogene	870
AC115282.1	ENSG00000286353	lncRNA	2054
AC115282.2	ENSG00000288029	lncRNA	3934
AC115284.1	ENSG00000272762	lncRNA	547
AC115284.2	ENSG00000280422	TEC	2054
AC115284.3	ENSG00000285685	lncRNA	928
AC115284.4	ENSG00000287707	lncRNA	3029
AC115285.1	ENSG00000235907	processed_pseudogene	736
AC115286.1	ENSG00000270241	processed_pseudogene	434
AC115485.1	ENSG00000287740	lncRNA	1839
AC115522.1	ENSG00000268601	lncRNA	556
AC115618.1	ENSG00000204620	lncRNA	549
AC115618.2	ENSG00000228343	lncRNA	450
AC115618.3	ENSG00000279528	TEC	425
AC115619.1	ENSG00000261012	lncRNA	1605
AC115621.1	ENSG00000270387	processed_pseudogene	858
AC115622.1	ENSG00000251488	lncRNA	587
AC115676.1	ENSG00000255958	lncRNA	329
AC115837.1	ENSG00000253341	processed_pseudogene	1001
AC115837.2	ENSG00000254080	lncRNA	677
AC115989.1	ENSG00000264932	lncRNA	563
AC115989.2	ENSG00000275982	misc_RNA	94
AC115990.1	ENSG00000255489	processed_pseudogene	301
AC116003.1	ENSG00000264116	lncRNA	2014
AC116003.2	ENSG00000266774	lncRNA	748
AC116003.3	ENSG00000276993	lncRNA	541
AC116021.1	ENSG00000254639	lncRNA	653
AC116025.1	ENSG00000261978	lncRNA	415
AC116025.2	ENSG00000262172	lncRNA	443
AC116035.1	ENSG00000227549	lncRNA	800
AC116036.1	ENSG00000236722	processed_pseudogene	367
AC116036.2	ENSG00000272360	lncRNA	462
AC116038.1	ENSG00000231243	lncRNA	408
AC116049.1	ENSG00000236562	processed_pseudogene	385
AC116049.2	ENSG00000249413	lncRNA	754
AC116050.1	ENSG00000278131	unprocessed_pseudogene	1779
AC116096.1	ENSG00000261734	lncRNA	2314
AC116099.1	ENSG00000285782	lncRNA	761
AC116158.1	ENSG00000259326	lncRNA	2129
AC116158.2	ENSG00000259598	lncRNA	553
AC116158.3	ENSG00000286786	lncRNA	6450
AC116165.3	ENSG00000277505	unprocessed_pseudogene	668
AC116165.4	ENSG00000278541	processed_pseudogene	206
AC116165.5	ENSG00000278552	unprocessed_pseudogene	400
AC116312.1	ENSG00000272411	lncRNA	314
AC116317.1	ENSG00000286176	lncRNA	1986
AC116317.2	ENSG00000288588	lncRNA	1086
AC116337.1	ENSG00000196390	processed_pseudogene	687
AC116337.2	ENSG00000239517	processed_pseudogene	156
AC116337.3	ENSG00000249856	lncRNA	846
AC116337.4	ENSG00000287701	lncRNA	527
AC116345.1	ENSG00000249743	lncRNA	1733
AC116345.2	ENSG00000250747	processed_pseudogene	523
AC116345.3	ENSG00000251599	lncRNA	449
AC116345.4	ENSG00000287090	lncRNA	2321
AC116347.1	ENSG00000238000	processed_pseudogene	720
AC116347.2	ENSG00000249135	processed_pseudogene	523
AC116348.1	ENSG00000202476	misc_RNA	101
AC116348.2	ENSG00000222701	misc_RNA	117
AC116348.3	ENSG00000260487	lncRNA	528
AC116348.4	ENSG00000261332	lncRNA	577
AC116348.5	ENSG00000261346	lncRNA	699
AC116348.6	ENSG00000280137	TEC	347
AC116350.1	ENSG00000287540	lncRNA	746
AC116351.1	ENSG00000215246	lncRNA	3482
AC116351.2	ENSG00000272347	lncRNA	1585
AC116353.1	ENSG00000200235	snoRNA	126
AC116353.2	ENSG00000240518	processed_pseudogene	316
AC116353.3	ENSG00000248106	processed_pseudogene	712
AC116353.4	ENSG00000250515	processed_pseudogene	249
AC116353.5	ENSG00000283155	lncRNA	576
AC116353.6	ENSG00000283602	transcribed_unitary_pseudogene	1699
AC116359.1	ENSG00000249541	processed_pseudogene	1099
AC116361.1	ENSG00000287947	lncRNA	1030
AC116362.1	ENSG00000248752	lncRNA	1670
AC116362.2	ENSG00000286111	lncRNA	1338
AC116366.1	ENSG00000202533	misc_RNA	111
AC116366.2	ENSG00000234290	lncRNA	3730
AC116366.3	ENSG00000283782	protein_coding	8168
AC116407.1	ENSG00000214708	lncRNA	1599
AC116407.2	ENSG00000277511	lncRNA	860
AC116407.3	ENSG00000280020	TEC	1129
AC116407.4	ENSG00000280033	TEC	1061
AC116424.1	ENSG00000250129	lncRNA	671
AC116428.1	ENSG00000286882	lncRNA	1280
AC116447.1	ENSG00000274918	lncRNA	453
AC116456.1	ENSG00000254921	lncRNA	815
AC116456.2	ENSG00000279391	TEC	2209
AC116493.1	ENSG00000200888	misc_RNA	102
AC116533.1	ENSG00000244398	processed_pseudogene	321
AC116534.1	ENSG00000287962	lncRNA	2525
AC116535.1	ENSG00000206858	misc_RNA	102
AC116535.2	ENSG00000246308	lncRNA	2428
AC116552.1	ENSG00000261744	lncRNA	729
AC116553.1	ENSG00000261782	processed_pseudogene	463
AC116553.2	ENSG00000279666	TEC	1800
AC116562.1	ENSG00000243894	processed_pseudogene	781
AC116562.2	ENSG00000248669	processed_pseudogene	360
AC116562.3	ENSG00000250940	processed_pseudogene	177
AC116562.4	ENSG00000284727	transcribed_unprocessed_pseudogene	2276
AC116563.1	ENSG00000250126	lncRNA	396
AC116563.2	ENSG00000280352	TEC	535
AC116565.1	ENSG00000283183	lncRNA	2197
AC116609.1	ENSG00000223751	lncRNA	535
AC116609.2	ENSG00000231173	lncRNA	256
AC116609.3	ENSG00000272342	lncRNA	577
AC116611.1	ENSG00000286784	lncRNA	1874
AC116612.1	ENSG00000258507	lncRNA	562
AC116616.1	ENSG00000249875	lncRNA	366
AC116622.1	ENSG00000277374	snRNA	176
AC116634.1	ENSG00000248601	lncRNA	447
AC116651.1	ENSG00000273133	lncRNA	556
AC116655.1	ENSG00000219492	unprocessed_pseudogene	901
AC116666.1	ENSG00000231937	lncRNA	551
AC116667.1	ENSG00000271009	lncRNA	2072
AC116667.2	ENSG00000284675	lncRNA	823
AC116903.1	ENSG00000258761	lncRNA	539
AC116903.2	ENSG00000260661	lncRNA	1304
AC116913.1	ENSG00000261351	lncRNA	2168
AC116913.2	ENSG00000280554	snoRNA	71
AC116914.1	ENSG00000262358	lncRNA	398
AC116914.2	ENSG00000262692	lncRNA	291
AC116917.1	ENSG00000224012	processed_pseudogene	305
AC117372.1	ENSG00000253016	misc_RNA	102
AC117372.2	ENSG00000257292	unprocessed_pseudogene	620
AC117373.1	ENSG00000256137	lncRNA	392
AC117373.2	ENSG00000286394	lncRNA	758
AC117377.1	ENSG00000258039	lncRNA	1038
AC117378.1	ENSG00000285625	protein_coding	588
AC117382.1	ENSG00000240695	processed_pseudogene	730
AC117382.2	ENSG00000261758	lncRNA	3151
AC117383.1	ENSG00000249417	lncRNA	422
AC117383.2	ENSG00000249540	processed_pseudogene	322
AC117386.1	ENSG00000241048	lncRNA	606
AC117386.2	ENSG00000243944	lncRNA	557
AC117392.1	ENSG00000239706	processed_pseudogene	596
AC117394.1	ENSG00000241671	processed_pseudogene	567
AC117394.2	ENSG00000244268	lncRNA	323
AC117395.1	ENSG00000242791	lncRNA	680
AC117409.1	ENSG00000240854	processed_pseudogene	1310
AC117415.1	ENSG00000276690	misc_RNA	276
AC117415.2	ENSG00000278026	misc_RNA	109
AC117422.1	ENSG00000248607	lncRNA	379
AC117430.1	ENSG00000240895	lncRNA	804
AC117434.1	ENSG00000238026	processed_pseudogene	836
AC117435.1	ENSG00000286956	lncRNA	1797
AC117440.1	ENSG00000243886	processed_pseudogene	571
AC117453.1	ENSG00000223930	lncRNA	3460
AC117454.1	ENSG00000242119	processed_pseudogene	168
AC117456.1	ENSG00000200616	misc_RNA	110
AC117457.1	ENSG00000275163	protein_coding	1391
AC117460.1	ENSG00000249225	lncRNA	467
AC117461.1	ENSG00000288105	lncRNA	1333
AC117462.1	ENSG00000240573	lncRNA	554
AC117464.1	ENSG00000287158	lncRNA	3609
AC117465.1	ENSG00000226782	lncRNA	522
