GeneName	GeneID	gene_biotype	maxLength
Gm20525	ENSMUSG00000092343	unprocessed_pseudogene	48
Gm20526	ENSMUSG00000092435	unprocessed_pseudogene	158
Gm20528	ENSMUSG00000092220	lncRNA	802
Gm20529	ENSMUSG00000092218	lncRNA	203
Gm2053	ENSMUSG00000103265	processed_pseudogene	629
Gm20530	ENSMUSG00000092304	unprocessed_pseudogene	254
Gm20531	ENSMUSG00000092482	lncRNA	1373
Gm20532	ENSMUSG00000092356	protein_coding	780
Gm20534	ENSMUSG00000092588	unprocessed_pseudogene	172
Gm20535	ENSMUSG00000092373	lncRNA	1268
Gm20536	ENSMUSG00000092386	lncRNA	406
Gm20537	ENSMUSG00000092541	protein_coding	889
Gm20538	ENSMUSG00000091471	protein_coding	225
Gm20539	ENSMUSG00000092353	lncRNA	1384
Gm20540	ENSMUSG00000092268	lncRNA	799
Gm20541	ENSMUSG00000092390	unprocessed_pseudogene	1406
Gm20542	ENSMUSG00000092513	processed_pseudogene	372
Gm20543	ENSMUSG00000092295	processed_pseudogene	726
Gm20544	ENSMUSG00000092569	lncRNA	690
Gm20545	ENSMUSG00000092428	processed_pseudogene	210
Gm20546	ENSMUSG00000092392	lncRNA	1889
Gm20547	ENSMUSG00000092511	protein_coding	3893
Gm20548	ENSMUSG00000092354	lncRNA	791
Gm20549	ENSMUSG00000092377	unprocessed_pseudogene	429
Gm20553	ENSMUSG00000107413	unprocessed_pseudogene	844
Gm20554	ENSMUSG00000093587	lncRNA	2350
Gm20555	ENSMUSG00000115161	TEC	3433
Gm20556	ENSMUSG00000116396	lncRNA	1237
Gm20557	ENSMUSG00000102679	lncRNA	2794
Gm20559	ENSMUSG00000106734	lncRNA	2992
Gm2056	ENSMUSG00000095717	protein_coding	435
Gm20560	ENSMUSG00000107546	lncRNA	3513
Gm20561	ENSMUSG00000102076	processed_pseudogene	292
Gm20564	ENSMUSG00000116255	processed_pseudogene	473
Gm20568	ENSMUSG00000105233	processed_pseudogene	208
Gm20570	ENSMUSG00000118164	processed_pseudogene	132
Gm20574	ENSMUSG00000098082	unitary_pseudogene	917
Gm2058	ENSMUSG00000074903	processed_pseudogene	560
Gm20586	ENSMUSG00000110025	processed_pseudogene	547
Gm20587	ENSMUSG00000099714	processed_pseudogene	1186
Gm20589	ENSMUSG00000108162	processed_pseudogene	2530
Gm2059	ENSMUSG00000110429	processed_pseudogene	287
Gm20593	ENSMUSG00000118301	processed_pseudogene	266
Gm20594	ENSMUSG00000096887	protein_coding	449
Gm20596	ENSMUSG00000117308	processed_pseudogene	153
Gm20597	ENSMUSG00000112739	lncRNA	5486
Gm20604	ENSMUSG00000041716	protein_coding	2795
Gm20605	ENSMUSG00000029720	protein_coding	4464
Gm20609	ENSMUSG00000093732	lncRNA	1527
Gm2061	ENSMUSG00000097615	lncRNA	2761
Gm20610	ENSMUSG00000093573	lncRNA	587
Gm20611	ENSMUSG00000093568	lncRNA	1131
Gm20612	ENSMUSG00000093722	processed_pseudogene	236
Gm20613	ENSMUSG00000093544	processed_pseudogene	345
Gm20614	ENSMUSG00000093649	unprocessed_pseudogene	632
Gm20615	ENSMUSG00000093381	unprocessed_pseudogene	705
Gm20616	ENSMUSG00000093628	lncRNA	716
Gm20617	ENSMUSG00000093658	lncRNA	758
Gm20618	ENSMUSG00000093675	lncRNA	1227
Gm20619	ENSMUSG00000093482	lncRNA	2008
Gm20620	ENSMUSG00000093473	processed_pseudogene	168
Gm20621	ENSMUSG00000093394	lncRNA	1234
Gm20625	ENSMUSG00000093489	lncRNA	698
Gm20627	ENSMUSG00000093507	lncRNA	849
Gm20628	ENSMUSG00000093656	lncRNA	3216
Gm20629	ENSMUSG00000093479	lncRNA	513
Gm20630	ENSMUSG00000093563	processed_pseudogene	551
Gm20631	ENSMUSG00000093650	lncRNA	5697
Gm20632	ENSMUSG00000093577	lncRNA	2429
Gm20633	ENSMUSG00000093553	lncRNA	2832
Gm20634	ENSMUSG00000070392	lncRNA	2956
Gm20635	ENSMUSG00000093720	lncRNA	1287
Gm20636	ENSMUSG00000093637	lncRNA	708
Gm20637	ENSMUSG00000093687	processed_pseudogene	462
Gm20638	ENSMUSG00000093410	lncRNA	550
Gm20641	ENSMUSG00000093556	lncRNA	615
Gm20642	ENSMUSG00000093383	lncRNA	1512
Gm20643	ENSMUSG00000093590	lncRNA	322
Gm20644	ENSMUSG00000093673	lncRNA	2063
Gm20646	ENSMUSG00000093436	lncRNA	1316
Gm20647	ENSMUSG00000093400	lncRNA	857
Gm20648	ENSMUSG00000093779	processed_pseudogene	328
Gm20649	ENSMUSG00000093662	lncRNA	2740
Gm2065	ENSMUSG00000102882	TEC	2746
Gm20650	ENSMUSG00000093768	lncRNA	198
Gm20651	ENSMUSG00000093492	processed_pseudogene	329
Gm20652	ENSMUSG00000093390	lncRNA	383
Gm20655	ENSMUSG00000093672	lncRNA	2946
Gm20656	ENSMUSG00000093671	unprocessed_pseudogene	518
Gm20657	ENSMUSG00000093484	unprocessed_pseudogene	515
Gm20658	ENSMUSG00000093765	lncRNA	1950
Gm20659	ENSMUSG00000093467	lncRNA	604
Gm2066	ENSMUSG00000081224	unprocessed_pseudogene	389
Gm20660	ENSMUSG00000093541	processed_pseudogene	289
Gm20661	ENSMUSG00000079323	protein_coding	1581
Gm20662	ENSMUSG00000093456	protein_coding	1853
Gm20663	ENSMUSG00000093378	lncRNA	474
Gm20667	ENSMUSG00000093726	lncRNA	1931
Gm20670	ENSMUSG00000108620	lncRNA	338
Gm20671	ENSMUSG00000093574	protein_coding	1731
Gm20672	ENSMUSG00000093741	processed_pseudogene	261
Gm20673	ENSMUSG00000093747	processed_pseudogene	430
Gm20674	ENSMUSG00000093547	processed_pseudogene	369
Gm20675	ENSMUSG00000093744	lncRNA	338
Gm20679	ENSMUSG00000093766	unprocessed_pseudogene	1402
Gm20681	ENSMUSG00000093682	lncRNA	503
Gm20682	ENSMUSG00000093465	lncRNA	3518
Gm20683	ENSMUSG00000093593	protein_coding	2790
Gm20684	ENSMUSG00000093405	lncRNA	380
Gm20685	ENSMUSG00000093380	lncRNA	489
Gm20686	ENSMUSG00000093697	lncRNA	535
Gm20687	ENSMUSG00000100162	lncRNA	4243
Gm20688	ENSMUSG00000093458	lncRNA	512
Gm20689	ENSMUSG00000093384	processed_pseudogene	279
Gm20690	ENSMUSG00000103007	processed_pseudogene	355
Gm20690	ENSMUSG00000093730	processed_pseudogene	355
Gm20691	ENSMUSG00000093505	processed_pseudogene	333
Gm20692	ENSMUSG00000093739	lncRNA	681
Gm20693	ENSMUSG00000093614	processed_pseudogene	211
Gm20694	ENSMUSG00000093446	processed_pseudogene	404
Gm20695	ENSMUSG00000093575	protein_coding	1012
Gm20696	ENSMUSG00000030068	protein_coding	3560
Gm20700	ENSMUSG00000093502	lncRNA	2206
Gm20701	ENSMUSG00000093758	processed_pseudogene	347
Gm20702	ENSMUSG00000093437	processed_pseudogene	460
Gm20703	ENSMUSG00000093622	lncRNA	385
Gm20705	ENSMUSG00000093559	lncRNA	1921
Gm20706	ENSMUSG00000093580	processed_pseudogene	2023
Gm20707	ENSMUSG00000093594	lncRNA	2516
Gm20708	ENSMUSG00000093485	protein_coding	1778
Gm2071	ENSMUSG00000103245	processed_pseudogene	774
Gm20711	ENSMUSG00000093538	lncRNA	714
Gm20712	ENSMUSG00000093677	lncRNA	1491
Gm20713	ENSMUSG00000093497	lncRNA	435
Gm20714	ENSMUSG00000093570	lncRNA	748
Gm20715	ENSMUSG00000045929	protein_coding	4460
Gm20716	ENSMUSG00000093752	protein_coding	5284
Gm20717	ENSMUSG00000093695	lncRNA	657
Gm20718	ENSMUSG00000093708	processed_pseudogene	259
Gm20721	ENSMUSG00000090625	protein_coding	1484
Gm20730	ENSMUSG00000076500	IG_LV_gene	359
Gm20731	ENSMUSG00000102912	TEC	2288
Gm20732	ENSMUSG00000093387	lncRNA	686
Gm20734	ENSMUSG00000111010	unprocessed_pseudogene	193
Gm20735	ENSMUSG00000110656	lncRNA	1973
Gm20736	ENSMUSG00000093993	protein_coding	923
Gm20737	ENSMUSG00000095950	protein_coding	1338
Gm20738	ENSMUSG00000094575	protein_coding	1225
Gm20741	ENSMUSG00000116636	protein_coding	781
Gm20742	ENSMUSG00000117296	lncRNA	3450
Gm20743	ENSMUSG00000104117	lncRNA	2830
Gm20744	ENSMUSG00000109145	lncRNA	2629
Gm20745	ENSMUSG00000111841	lncRNA	3796
Gm20747	ENSMUSG00000094729	protein_coding	1223
Gm20749	ENSMUSG00000101847	processed_pseudogene	3492
Gm2075	ENSMUSG00000096049	protein_coding	435
Gm20750	ENSMUSG00000104401	lncRNA	3515
Gm20751	ENSMUSG00000110016	lncRNA	1270
Gm20752	ENSMUSG00000106053	lncRNA	2833
Gm20753	ENSMUSG00000101583	lncRNA	545
Gm20754	ENSMUSG00000103428	lncRNA	1357
Gm20755	ENSMUSG00000106461	lncRNA	1827
Gm20756	ENSMUSG00000106799	lncRNA	1595
Gm20757	ENSMUSG00000098040	lncRNA	1604
Gm20758	ENSMUSG00000112533	lncRNA	2171
Gm2076	ENSMUSG00000098092	processed_pseudogene	971
Gm20760	ENSMUSG00000093919	processed_pseudogene	648
Gm20762	ENSMUSG00000118197	processed_pseudogene	243
Gm20763	ENSMUSG00000114398	processed_pseudogene	1858
Gm20765	ENSMUSG00000095022	protein_coding	1246
Gm20767	ENSMUSG00000096323	protein_coding	1427
Gm20768	ENSMUSG00000106190	processed_pseudogene	2338
Gm20769	ENSMUSG00000114798	processed_pseudogene	330
Gm2077	ENSMUSG00000103224	processed_pseudogene	319
Gm20770	ENSMUSG00000104490	unprocessed_pseudogene	694
Gm20772	ENSMUSG00000102739	protein_coding	1343
Gm20773	ENSMUSG00000095900	protein_coding	1341
Gm20775	ENSMUSG00000075359	unprocessed_pseudogene	1851
Gm20776	ENSMUSG00000100730	unprocessed_pseudogene	700
Gm20777	ENSMUSG00000094813	protein_coding	1341
Gm20778	ENSMUSG00000094421	unprocessed_pseudogene	627
Gm20781	ENSMUSG00000102170	unprocessed_pseudogene	693
Gm20784	ENSMUSG00000114951	processed_pseudogene	1246
Gm20786	ENSMUSG00000110460	processed_pseudogene	436
Gm20788	ENSMUSG00000102039	unprocessed_pseudogene	697
Gm20789	ENSMUSG00000113354	unprocessed_pseudogene	4195
Gm20791	ENSMUSG00000101833	unprocessed_pseudogene	693
Gm20792	ENSMUSG00000101653	protein_coding	931
Gm20793	ENSMUSG00000100644	unprocessed_pseudogene	696
Gm20794	ENSMUSG00000094217	unprocessed_pseudogene	628
Gm20795	ENSMUSG00000095452	protein_coding	1344
Gm20796	ENSMUSG00000093800	processed_pseudogene	5838
Gm20797	ENSMUSG00000096890	unprocessed_pseudogene	383
Gm20798	ENSMUSG00000100749	unprocessed_pseudogene	696
Gm20799	ENSMUSG00000100540	unprocessed_pseudogene	696
Gm2080	ENSMUSG00000110228	processed_pseudogene	1573
Gm20800	ENSMUSG00000099495	unprocessed_pseudogene	693
Gm20801	ENSMUSG00000100519	unprocessed_pseudogene	678
Gm20802	ENSMUSG00000101200	unprocessed_pseudogene	698
Gm20803	ENSMUSG00000100559	transcribed_unprocessed_pseudogene	1230
Gm20804	ENSMUSG00000099739	unprocessed_pseudogene	696
Gm20805	ENSMUSG00000100363	unprocessed_pseudogene	696
Gm20806	ENSMUSG00000094739	protein_coding	1223
Gm20807	ENSMUSG00000104267	protein_coding	1336
Gm20808	ENSMUSG00000101098	unprocessed_pseudogene	693
Gm20809	ENSMUSG00000093868	protein_coding	1224
Gm20810	ENSMUSG00000101837	unprocessed_pseudogene	696
Gm20811	ENSMUSG00000100233	unprocessed_pseudogene	553
Gm20812	ENSMUSG00000095508	protein_coding	1230
Gm20813	ENSMUSG00000101788	unprocessed_pseudogene	705
Gm20814	ENSMUSG00000101146	protein_coding	922
Gm20815	ENSMUSG00000101053	protein_coding	1224
Gm20816	ENSMUSG00000095634	protein_coding	1225
Gm20817	ENSMUSG00000100032	protein_coding	923
Gm20818	ENSMUSG00000101147	unprocessed_pseudogene	693
Gm20819	ENSMUSG00000100637	unprocessed_pseudogene	925
Gm20820	ENSMUSG00000100240	protein_coding	921
Gm20821	ENSMUSG00000094556	protein_coding	1153
Gm20822	ENSMUSG00000095172	protein_coding	1229
Gm20823	ENSMUSG00000093950	protein_coding	1231
Gm20824	ENSMUSG00000101928	protein_coding	919
Gm20825	ENSMUSG00000095324	protein_coding	1226
Gm20826	ENSMUSG00000094081	protein_coding	4605
Gm20827	ENSMUSG00000100196	unprocessed_pseudogene	696
Gm20828	ENSMUSG00000094838	protein_coding	1229
Gm20830	ENSMUSG00000096686	protein_coding	1221
Gm20831	ENSMUSG00000094325	protein_coding	1344
Gm20832	ENSMUSG00000099645	unprocessed_pseudogene	665
Gm20833	ENSMUSG00000104032	unprocessed_pseudogene	696
Gm20834	ENSMUSG00000095242	protein_coding	1220
Gm20835	ENSMUSG00000101933	protein_coding	923
Gm20836	ENSMUSG00000102613	unprocessed_pseudogene	696
Gm20837	ENSMUSG00000096178	protein_coding	844
Gm20838	ENSMUSG00000095011	protein_coding	931
Gm20840	ENSMUSG00000102402	unprocessed_pseudogene	696
Gm20841	ENSMUSG00000101688	unprocessed_pseudogene	696
Gm20842	ENSMUSG00000101593	unprocessed_pseudogene	696
Gm20843	ENSMUSG00000096902	protein_coding	925
Gm20844	ENSMUSG00000101844	unprocessed_pseudogene	654
Gm20846	ENSMUSG00000100869	unprocessed_pseudogene	693
Gm20847	ENSMUSG00000101277	unprocessed_pseudogene	678
Gm20848	ENSMUSG00000099371	unprocessed_pseudogene	678
Gm20849	ENSMUSG00000100882	unprocessed_pseudogene	696
Gm20850	ENSMUSG00000100902	protein_coding	924
Gm20851	ENSMUSG00000104439	unprocessed_pseudogene	696
Gm20852	ENSMUSG00000096666	protein_coding	1224
Gm20853	ENSMUSG00000101787	unprocessed_pseudogene	693
Gm20854	ENSMUSG00000095650	protein_coding	1156
Gm20855	ENSMUSG00000095793	protein_coding	924
Gm20856	ENSMUSG00000101990	unprocessed_pseudogene	696
Gm20857	ENSMUSG00000103714	unprocessed_pseudogene	657
Gm20858	ENSMUSG00000102906	unprocessed_pseudogene	657
Gm20859	ENSMUSG00000101478	unprocessed_pseudogene	693
Gm20860	ENSMUSG00000099524	unprocessed_pseudogene	696
Gm20861	ENSMUSG00000100116	unprocessed_pseudogene	693
Gm20862	ENSMUSG00000101718	unprocessed_pseudogene	696
Gm20863	ENSMUSG00000099736	unprocessed_pseudogene	696
Gm20864	ENSMUSG00000101657	unprocessed_pseudogene	696
Gm20865	ENSMUSG00000093848	protein_coding	1225
Gm20866	ENSMUSG00000100442	unprocessed_pseudogene	696
Gm20867	ENSMUSG00000096898	protein_coding	1224
Gm20868	ENSMUSG00000101518	unprocessed_pseudogene	693
Gm20869	ENSMUSG00000099531	protein_coding	924
Gm2087	ENSMUSG00000099718	lncRNA	366
Gm20870	ENSMUSG00000100535	protein_coding	922
Gm20871	ENSMUSG00000101005	unprocessed_pseudogene	931
Gm20873	ENSMUSG00000095148	protein_coding	1342
Gm20874	ENSMUSG00000096881	unprocessed_pseudogene	663
Gm20877	ENSMUSG00000095520	protein_coding	1222
Gm20878	ENSMUSG00000078747	protein_coding	903
Gm20879	ENSMUSG00000100246	unprocessed_pseudogene	695
Gm20880	ENSMUSG00000100331	unprocessed_pseudogene	696
Gm20881	ENSMUSG00000100390	unprocessed_pseudogene	693
Gm20882	ENSMUSG00000101403	unprocessed_pseudogene	696
Gm20883	ENSMUSG00000102122	protein_coding	922
Gm20884	ENSMUSG00000101631	unprocessed_pseudogene	693
Gm20885	ENSMUSG00000100520	unprocessed_pseudogene	654
Gm20886	ENSMUSG00000101852	unprocessed_pseudogene	693
Gm20887	ENSMUSG00000101752	unprocessed_pseudogene	696
Gm20888	ENSMUSG00000094616	protein_coding	919
Gm20889	ENSMUSG00000100802	unprocessed_pseudogene	696
Gm2089	ENSMUSG00000112215	processed_pseudogene	479
Gm20890	ENSMUSG00000100055	protein_coding	923
Gm20891	ENSMUSG00000099791	unprocessed_pseudogene	696
Gm20892	ENSMUSG00000101149	unprocessed_pseudogene	696
Gm20893	ENSMUSG00000101473	unprocessed_pseudogene	693
Gm20894	ENSMUSG00000101158	protein_coding	923
Gm20895	ENSMUSG00000099346	unprocessed_pseudogene	693
Gm20896	ENSMUSG00000096650	protein_coding	921
Gm20897	ENSMUSG00000100892	protein_coding	923
Gm20898	ENSMUSG00000101575	unprocessed_pseudogene	693
Gm20900	ENSMUSG00000078180	processed_pseudogene	472
Gm20901	ENSMUSG00000096275	unprocessed_pseudogene	664
Gm20902	ENSMUSG00000100698	unprocessed_pseudogene	696
Gm20903	ENSMUSG00000099782	protein_coding	923
Gm20904	ENSMUSG00000100226	unprocessed_pseudogene	696
Gm20905	ENSMUSG00000101157	protein_coding	923
Gm20906	ENSMUSG00000099856	protein_coding	923
Gm20907	ENSMUSG00000101830	unprocessed_pseudogene	693
Gm20908	ENSMUSG00000101766	protein_coding	922
Gm20909	ENSMUSG00000094294	protein_coding	1223
Gm20910	ENSMUSG00000103023	unprocessed_pseudogene	696
Gm20911	ENSMUSG00000099894	protein_coding	924
Gm20912	ENSMUSG00000100978	unprocessed_pseudogene	693
Gm20913	ENSMUSG00000100539	unprocessed_pseudogene	696
Gm20914	ENSMUSG00000096268	protein_coding	1228
Gm20915	ENSMUSG00000101576	unprocessed_pseudogene	663
Gm20916	ENSMUSG00000094746	protein_coding	923
Gm20917	ENSMUSG00000095867	protein_coding	1224
Gm20918	ENSMUSG00000093927	protein_coding	1227
Gm20919	ENSMUSG00000099621	unprocessed_pseudogene	696
Gm2092	ENSMUSG00000095321	unprocessed_pseudogene	639
Gm20920	ENSMUSG00000100485	protein_coding	922
Gm20921	ENSMUSG00000101022	unprocessed_pseudogene	652
Gm20922	ENSMUSG00000101710	unprocessed_pseudogene	696
Gm20923	ENSMUSG00000100343	unprocessed_pseudogene	319
Gm20924	ENSMUSG00000095785	protein_coding	1230
Gm20925	ENSMUSG00000103074	unprocessed_pseudogene	696
Gm20926	ENSMUSG00000102965	unprocessed_pseudogene	696
Gm20927	ENSMUSG00000101490	unprocessed_pseudogene	696
Gm20928	ENSMUSG00000104127	unprocessed_pseudogene	696
Gm20929	ENSMUSG00000100045	protein_coding	923
Gm2093	ENSMUSG00000097662	lncRNA	3526
Gm20930	ENSMUSG00000099993	unprocessed_pseudogene	696
Gm20931	ENSMUSG00000094570	protein_coding	922
Gm20932	ENSMUSG00000101254	unprocessed_pseudogene	694
Gm20933	ENSMUSG00000100136	unprocessed_pseudogene	693
Gm20934	ENSMUSG00000099434	unprocessed_pseudogene	696
Gm20935	ENSMUSG00000099976	unprocessed_pseudogene	693
Gm20936	ENSMUSG00000101679	unprocessed_pseudogene	658
Gm20937	ENSMUSG00000096016	protein_coding	923
Gm20939	ENSMUSG00000095193	lncRNA	3079
Gm20940	ENSMUSG00000106640	processed_pseudogene	360
Gm20942	ENSMUSG00000116914	processed_pseudogene	589
Gm20945	ENSMUSG00000094534	processed_pseudogene	1145
Gm20946	ENSMUSG00000110699	unprocessed_pseudogene	461
Gm20948	ENSMUSG00000109922	processed_pseudogene	449
Gm20949	ENSMUSG00000108503	processed_pseudogene	952
Gm20953	ENSMUSG00000110964	processed_pseudogene	2614
Gm20954	ENSMUSG00000101226	processed_pseudogene	644
Gm20963	ENSMUSG00000100076	lncRNA	174
Gm20978	ENSMUSG00000101426	lncRNA	174
Gm2098	ENSMUSG00000100968	unprocessed_pseudogene	1763
Gm20987	ENSMUSG00000101993	lncRNA	174
Gm2099	ENSMUSG00000113854	transcribed_processed_pseudogene	3341
Gm20997	ENSMUSG00000108104	processed_pseudogene	231
Gm21006	ENSMUSG00000106389	processed_pseudogene	667
Gm21007	ENSMUSG00000112982	processed_pseudogene	326
Gm21009	ENSMUSG00000106204	processed_pseudogene	1669
Gm2101	ENSMUSG00000093817	lncRNA	1846
Gm21010	ENSMUSG00000114974	processed_pseudogene	1286
Gm21013	ENSMUSG00000098895	processed_pseudogene	1201
Gm21018	ENSMUSG00000117625	processed_pseudogene	1192
Gm2102	ENSMUSG00000118426	processed_pseudogene	745
Gm21021	ENSMUSG00000114403	processed_pseudogene	1186
Gm21026	ENSMUSG00000112479	processed_pseudogene	1345
Gm21027	ENSMUSG00000112115	processed_pseudogene	1236
Gm21028	ENSMUSG00000094462	protein_coding	123
Gm21032	ENSMUSG00000108958	processed_pseudogene	2578
Gm21033	ENSMUSG00000109494	processed_pseudogene	2608
Gm21034	ENSMUSG00000109476	processed_pseudogene	2608
Gm21035	ENSMUSG00000109172	processed_pseudogene	2608
Gm21036	ENSMUSG00000109173	processed_pseudogene	2611
Gm21037	ENSMUSG00000109202	processed_pseudogene	2608
Gm21038	ENSMUSG00000113685	processed_pseudogene	1383
Gm21039	ENSMUSG00000113133	processed_pseudogene	2012
Gm21040	ENSMUSG00000106156	processed_pseudogene	1132
Gm21041	ENSMUSG00000111622	processed_pseudogene	823
Gm21043	ENSMUSG00000105246	processed_pseudogene	1517
Gm21045	ENSMUSG00000097964	processed_pseudogene	1020
Gm21046	ENSMUSG00000117932	processed_pseudogene	1447
Gm21048	ENSMUSG00000107056	processed_pseudogene	1166
Gm21049	ENSMUSG00000106397	unprocessed_pseudogene	987
Gm21050	ENSMUSG00000116998	processed_pseudogene	1020
Gm21051	ENSMUSG00000113721	processed_pseudogene	1688
Gm21054	ENSMUSG00000108172	processed_pseudogene	380
Gm21055	ENSMUSG00000117530	processed_pseudogene	368
Gm21056	ENSMUSG00000113817	transcribed_unprocessed_pseudogene	4635
Gm21057	ENSMUSG00000108714	lncRNA	670
Gm2106	ENSMUSG00000117886	processed_pseudogene	1550
Gm21060	ENSMUSG00000095993	protein_coding	168
Gm21063	ENSMUSG00000114476	processed_pseudogene	969
Gm21064	ENSMUSG00000102088	transcribed_unprocessed_pseudogene	1375
Gm21065	ENSMUSG00000102957	unprocessed_pseudogene	696
Gm21070	ENSMUSG00000098228	processed_pseudogene	985
Gm21076	ENSMUSG00000101881	unprocessed_pseudogene	696
Gm2108	ENSMUSG00000092031	unprocessed_pseudogene	2177
Gm21083	ENSMUSG00000096878	protein_coding	1141
Gm21088	ENSMUSG00000100092	unprocessed_pseudogene	316
Gm21089	ENSMUSG00000111257	processed_pseudogene	325
Gm2109	ENSMUSG00000100155	lncRNA	1409
Gm21092	ENSMUSG00000095403	unprocessed_pseudogene	955
Gm21093	ENSMUSG00000096256	unprocessed_pseudogene	3193
Gm21094	ENSMUSG00000095263	protein_coding	926
Gm21095	ENSMUSG00000095153	protein_coding	923
Gm21103	ENSMUSG00000094811	protein_coding	1761
Gm21111	ENSMUSG00000100669	unprocessed_pseudogene	696
Gm21112	ENSMUSG00000110574	processed_pseudogene	578
Gm21114	ENSMUSG00000099755	unprocessed_pseudogene	696
Gm21115	ENSMUSG00000100841	unprocessed_pseudogene	2578
Gm21117	ENSMUSG00000096769	protein_coding	925
Gm21118	ENSMUSG00000094052	protein_coding	1219
Gm21119	ENSMUSG00000095294	protein_coding	2522
Gm21122	ENSMUSG00000100788	processed_pseudogene	3452
Gm21123	ENSMUSG00000109700	lncRNA	1734
Gm21127	ENSMUSG00000100271	unprocessed_pseudogene	693
Gm21129	ENSMUSG00000101470	unprocessed_pseudogene	2560
Gm21135	ENSMUSG00000101312	processed_pseudogene	436
Gm21136	ENSMUSG00000099981	unprocessed_pseudogene	2575
Gm21139	ENSMUSG00000101141	processed_pseudogene	877
Gm21142	ENSMUSG00000096277	unprocessed_pseudogene	2604
Gm21147	ENSMUSG00000100285	processed_pseudogene	913
Gm21149	ENSMUSG00000099762	protein_coding	1212
Gm2115	ENSMUSG00000097789	protein_coding	7055
Gm21151	ENSMUSG00000101143	unprocessed_pseudogene	693
Gm21152	ENSMUSG00000101023	processed_pseudogene	3483
Gm21154	ENSMUSG00000115050	lncRNA	1232
Gm21155	ENSMUSG00000101408	unprocessed_pseudogene	693
Gm21156	ENSMUSG00000100960	processed_pseudogene	869
Gm2116	ENSMUSG00000117828	processed_pseudogene	1606
Gm21160	ENSMUSG00000102131	unprocessed_pseudogene	696
Gm21162	ENSMUSG00000114986	unprocessed_pseudogene	672
Gm21163	ENSMUSG00000100643	unprocessed_pseudogene	693
Gm21168	ENSMUSG00000104651	processed_pseudogene	1096
Gm2117	ENSMUSG00000085534	lncRNA	1846
Gm21170	ENSMUSG00000118466	unprocessed_pseudogene	419
Gm21171	ENSMUSG00000095103	unprocessed_pseudogene	673
Gm21173	ENSMUSG00000100708	protein_coding	923
Gm21178	ENSMUSG00000115448	processed_pseudogene	728
Gm21180	ENSMUSG00000100560	unprocessed_pseudogene	696
Gm21181	ENSMUSG00000101579	processed_pseudogene	330
Gm21182	ENSMUSG00000095766	processed_pseudogene	794
Gm21184	ENSMUSG00000100677	unprocessed_pseudogene	693
Gm21188	ENSMUSG00000095609	protein_coding	2518
Gm21190	ENSMUSG00000106445	protein_coding	1167
Gm21191	ENSMUSG00000099915	unprocessed_pseudogene	930
Gm21198	ENSMUSG00000100433	unprocessed_pseudogene	696
Gm21201	ENSMUSG00000100171	unprocessed_pseudogene	693
Gm21209	ENSMUSG00000095979	protein_coding	922
Gm21221	ENSMUSG00000106740	lncRNA	1073
Gm2123	ENSMUSG00000112986	processed_pseudogene	2836
Gm21232	ENSMUSG00000098011	processed_pseudogene	1006
Gm21241	ENSMUSG00000096332	unprocessed_pseudogene	934
Gm21242	ENSMUSG00000101259	unprocessed_pseudogene	696
Gm21244	ENSMUSG00000094484	protein_coding	3115
Gm21245	ENSMUSG00000101623	unprocessed_pseudogene	696
Gm21247	ENSMUSG00000100611	unprocessed_pseudogene	693
Gm21248	ENSMUSG00000099972	processed_pseudogene	696
Gm21249	ENSMUSG00000102044	unprocessed_pseudogene	696
Gm21256	ENSMUSG00000094782	protein_coding	932
Gm21257	ENSMUSG00000100756	unprocessed_pseudogene	696
Gm21258	ENSMUSG00000095606	protein_coding	923
Gm21268	ENSMUSG00000101987	unprocessed_pseudogene	696
Gm21269	ENSMUSG00000108448	lncRNA	12456
Gm21271	ENSMUSG00000100086	unprocessed_pseudogene	693
Gm21275	ENSMUSG00000100072	unprocessed_pseudogene	696
Gm21276	ENSMUSG00000094233	unprocessed_pseudogene	2626
Gm2128	ENSMUSG00000078737	unprocessed_pseudogene	2560
Gm21281	ENSMUSG00000101310	unprocessed_pseudogene	693
Gm21282	ENSMUSG00000100245	unprocessed_pseudogene	696
Gm21284	ENSMUSG00000108660	lncRNA	3726
Gm21285	ENSMUSG00000100834	unprocessed_pseudogene	693
Gm21286	ENSMUSG00000094948	unprocessed_pseudogene	545
Gm21287	ENSMUSG00000100818	unprocessed_pseudogene	696
Gm21292	ENSMUSG00000091077	protein_coding	1563
Gm21293	ENSMUSG00000091779	protein_coding	1246
Gm21294	ENSMUSG00000102045	protein_coding	934
Gm21297	ENSMUSG00000112975	processed_pseudogene	126
Gm21301	ENSMUSG00000100800	unprocessed_pseudogene	699
Gm21302	ENSMUSG00000100864	unprocessed_pseudogene	696
Gm21304	ENSMUSG00000097550	protein_coding	1246
Gm21308	ENSMUSG00000101821	unprocessed_pseudogene	696
Gm21310	ENSMUSG00000095032	protein_coding	1343
Gm21312	ENSMUSG00000094144	protein_coding	1246
Gm21316	ENSMUSG00000101475	unprocessed_pseudogene	693
Gm21317	ENSMUSG00000101286	protein_coding	923
Gm21319	ENSMUSG00000095724	protein_coding	1863
Gm21321	ENSMUSG00000112057	processed_pseudogene	446
Gm21330	ENSMUSG00000101228	unprocessed_pseudogene	696
Gm21333	ENSMUSG00000100994	unprocessed_pseudogene	696
Gm21340	ENSMUSG00000100142	unprocessed_pseudogene	696
